V,lambda,lambda_over_V,C0,Delta,Rth,Rpass,v_exit,L_beta,L_q,w_release,t_catch,w_catch,X_at_tcatch,U_at_tcatch,worldline_points,timelike_fail_points,max_worldline_norm,min_worldline_norm,max_abs_v_rel,max_gamma_rel,gtt_positive_points,max_gtt,min_gtt,max_theta_product,min_theta_product,max_neg_nec_sum,min_Gkp,min_Gkm,min_rho_adm,min_rho_world,max_abs_j_l_adm,max_abs_p_l_adm,max_abs_p_th_adm,max_abs_tidal_radial_pass,max_abs_tidal_angular_pass,max_abs_tidal_radial_adm,max_abs_tidal_angular_adm,max_A,min_A,max_T,min_T,post_A_departure,post_T_departure,post_gtt_departure,U_initial,U_final,X_min,X_max,maxabs_tidal_radial_pass,X_at_maxabs_tidal_radial_pass,value_at_maxabs_tidal_radial_pass,maxabs_tidal_angular_pass,X_at_maxabs_tidal_angular_pass,value_at_maxabs_tidal_angular_pass,maxabs_rho_world,X_at_maxabs_rho_world,value_at_maxabs_rho_world,maxabs_j_l_adm,X_at_maxabs_j_l_adm,value_at_maxabs_j_l_adm,maxabs_Gkp,X_at_maxabs_Gkp,value_at_maxabs_Gkp,maxabs_Gkm,X_at_maxabs_Gkm,value_at_maxabs_Gkm,maxabs_worldline_norm,X_at_maxabs_worldline_norm,value_at_maxabs_worldline_norm,maxabs_v_rel,X_at_maxabs_v_rel,value_at_maxabs_v_rel,clean_timelike,clean_gtt,tidal_band_lt_1e3,source_band_lt_5e3,all_reduced_checks_clean,L_catch_design,w_catch_L_design,L_catch_round,w_catch_round
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.3,0.16666666666666666,0.3944841593706886,1.0,49,0,-0.7499999601860637,-32394.858816288204,0.5000001759696652,1.1547006738408105,0,-1.0,-28167.52524065894,-3.3021364083355333e-07,-425.16222608925796,451.6976512217978,-243.42394167728287,-208.27370954451493,-577.9066719167513,-640.751386158063,8.787558033191946,352.0578463058523,642.4560622182039,283.49749174108047,91.59472171518138,283.49749174108035,123.01707883583725,99.99299796767725,1.0,179.9857877216303,1.0,0.0,0.0,0.0,1.4989064610596858,0.5,-0.4,2.9499999999999993,283.49749174108047,0.8056744791285004,283.49749174108047,91.59472171518138,0.8056744791285004,91.59472171518138,640.751386158063,0.8056744791285004,-640.751386158063,8.787558033191946,0.8056744791285004,8.787558033191946,243.42394167728287,0.8056744791285004,-243.42394167728287,208.27370954451493,0.8056744791285004,-208.27370954451493,32394.858816288204,-0.22641178264581405,-32394.858816288204,0.5000001759696652,1.0954631006345634,0.5000001759696652,True,True,True,True,True,0.44999999999999996,0.25,0.45,0.25
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.3,0.26666666666666666,0.37094125044757353,1.0,49,0,-0.7497533782216153,-32394.928975149447,0.5007078860031425,1.1552462416270863,0,-1.0,-27299.874303032586,-5.134287959462505e-07,-336.3823435200581,572.2465340082604,-304.46697528526005,-267.7795587230004,-565.9116101564125,-650.5599425076982,10.165949129127863,279.7883431522823,625.3103868005264,286.24458652574435,55.677917210715655,286.24458652574435,98.00208338635849,99.9930926291766,1.0,179.98597985865388,1.0,0.0,0.0,0.0,1.4867168869612706,0.5,-0.40000000000000013,2.95,286.24458652574435,0.8111240920460776,286.24458652574435,55.677917210715655,0.8111240920460776,55.677917210715655,650.5599425076982,0.8111240920460776,-650.5599425076982,10.165949129127863,0.7523574228735789,-10.165949129127863,304.46697528526005,0.8111240920460776,-304.46697528526005,267.7795587230004,0.8111240920460776,-267.7795587230004,32394.928975149447,-0.22905632561585415,-32394.928975149447,0.5007078860031425,0.9272879516468379,0.5007078860031425,True,True,True,True,True,0.44999999999999996,0.4,0.45,0.4
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.43333333333333335,0.09999999999999999,0.6153512518432872,1.0,49,0,-0.7499999999775278,-32395.061148803383,0.5000000020271566,1.1547005399397574,0,-1.0,-18333.823126601008,-5.288242244802766e-07,-550.7126106422537,369.11188714506693,-187.0098229362722,-182.1020642087947,-539.9637014500496,-562.6338985627127,4.687019984732088,453.4444426465932,607.3270945200258,248.10841630522967,146.64442585020234,248.1084163052297,157.97952440653393,99.99327461534585,1.0,179.98634924100355,1.0,0.0,0.0,0.0,1.499999168566975,0.5,-0.4000000000000001,2.95,248.10841630522967,0.7967394105885728,248.10841630522967,146.64442585020234,0.7967394105885728,146.64442585020234,562.6338985627127,0.7967394105885728,-562.6338985627127,4.687019984732088,0.7967394105885728,4.687019984732088,187.0098229362722,0.8520724567825999,-187.0098229362722,182.1020642087947,0.8520724567825999,-182.1020642087947,32395.061148803383,-0.23437569640209713,-32395.061148803383,0.5000000020271566,1.1281289559289107,0.5000000020271566,True,True,True,True,True,0.65,0.15,0.65,0.15
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.43333333333333335,0.16666666666666666,0.5926961852791427,1.0,49,0,-0.7498782197006999,-32395.06288226835,0.5014391341651457,1.155811580211143,0,-1.0,-19905.584822335553,-5.389595804431463e-07,-569.9781758475771,373.8506659729137,-189.48327382709442,-184.36739214581925,-520.5191040914702,-535.6730376256115,3.1928835930116093,468.31326257537165,586.2441694733636,234.14608565332583,155.42061476392334,234.1460856533259,162.9975815309942,99.99327694608478,1.0,179.98635397176923,1.0,0.0,0.0,0.0,1.4997759726211939,0.5,-0.4,2.9500000000000006,234.14608565332583,0.7946977527768494,234.14608565332583,155.42061476392334,0.7946977527768494,155.42061476392334,535.6730376256115,0.7946977527768494,-535.6730376256115,3.1928835930116093,0.7946977527768494,3.1928835930116093,189.48327382709442,0.8516771007826078,-189.48327382709442,184.36739214581925,0.8516771007826078,-184.36739214581925,32395.06288226835,-0.23444603127971086,-32395.06288226835,0.5014391341651457,0.9073579283113624,0.5014391341651457,True,True,True,True,True,0.65,0.25,0.65,0.25
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.43333333333333335,0.26666666666666666,0.562652558817045,1.0,49,0,-0.7360170912069812,-32395.087996800754,0.536074408237969,1.1845944892893252,0,-1.0,-21766.377430792196,-6.343236910681518e-07,-585.6278056394049,413.47456438760156,-210.16086570166468,-203.31369868593688,-392.8399394104654,-362.35441827370767,7.889301511150053,478.9094298622327,448.3502990808894,158.77290345083384,181.54883099634816,158.77290345083378,166.3060704279694,99.9933107766901,1.0,179.9864226386921,1.0,0.0,0.0,0.0,1.4948926149546977,0.5000000000000011,-0.4,2.9499999999999997,158.77290345083384,0.7854058263340054,158.77290345083384,181.54883099634816,0.7854058263340054,181.54883099634816,362.35441827370767,0.7854058263340054,-362.35441827370767,7.889301511150053,0.7854058263340054,-7.889301511150053,210.16086570166468,0.8484496662953989,-210.16086570166468,203.31369868593688,0.8484496662953989,-203.31369868593688,32395.087996800754,-0.23547374677928415,-32395.087996800754,0.536074408237969,0.8484496662953989,0.536074408237969,True,True,True,True,True,0.65,0.4,0.65,0.4
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.5666666666666667,0.09999999999999999,0.8153432393330001,1.0,49,0,-0.2984392281281496,-32395.253139953602,0.9050712356404361,2.351502669874778,0,-1.0,-11055.738092403271,-7.527284037500984e-07,-196.36290759049928,669.2214621085736,-362.79650632992235,-306.42495577865134,-496.3206052795395,-2153.0215382125243,14.092887637817764,161.7098742252526,531.9773037159994,251.66962466527593,771.8493097047032,251.66962466527758,56.50115676178921,99.99353691780925,1.0,179.98688164370276,1.0,0.0,0.0,0.0,1.4999999422229768,0.5,-0.4000000000000001,2.9499999999999997,251.66962466527593,0.8208211584961066,251.66962466527593,771.8493097047032,0.8208211584961066,-771.8493097047032,2153.0215382125243,0.8208211584961066,-2153.0215382125243,14.092887637817764,0.8208211584961066,14.092887637817764,362.79650632992235,0.8208211584961066,-362.79650632992235,306.42495577865134,0.8208211584961066,-306.42495577865134,32395.253139953602,-0.242708378961773,-32395.253139953602,0.9050712356404361,0.8208211584961066,0.9050712356404361,True,True,True,True,True,0.85,0.15,0.85,0.15
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.5666666666666667,0.16666666666666666,0.7923304979000433,1.0,49,0,-0.5132622340424907,-32395.253437847412,0.8174769189806887,1.7362275863923913,0,-1.0,-12732.220212587143,-7.526602676089215e-07,-535.2290218310717,217.79355296967276,-130.09648622444655,-87.69706674522621,-541.3563091959454,-812.969236667044,10.599854869805057,432.4595327111091,590.0756267078506,236.77389852823853,25.821549521493942,236.7738985282376,149.42666996859742,99.9935373177004,1.0,179.98688245537315,1.0,0.0,0.0,0.0,1.4999546344352217,0.5,-0.4000000000000002,2.95,236.77389852823853,0.7977607391728866,236.77389852823853,25.821549521493942,0.8855999485796268,-25.821549521493942,812.969236667044,0.7977607391728866,-812.969236667044,10.599854869805057,0.7977607391728866,10.599854869805057,130.09648622444655,0.7977607391728866,-130.09648622444655,87.69706674522621,0.7977607391728866,-87.69706674522621,32395.253437847412,-0.24272180132345114,-32395.253437847412,0.8174769189806887,0.7977607391728866,0.8174769189806887,True,True,True,True,True,0.85,0.25,0.85,0.25
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.5,1.1,1.45,0.3,0.5666666666666667,0.26666666666666666,0.7594688368495413,1.0,49,0,-0.4062566107486011,-32395.261716289075,0.7953899349933904,1.649898053725814,0,-1.0,-15193.512565915014,-7.320052885523008e-07,-237.2641163247792,307.72455975600326,-156.60312159165113,-151.12143816435216,-161.78805694550155,-432.69849269513395,31.6369636972864,197.15967792000583,173.8196659442081,90.56757621224008,132.29474297833247,90.56757621224006,68.93292131670898,99.99354844869796,1.0,179.9869050482763,1.0,0.0,0.0,0.0,1.4980889069920211,0.5000000000000215,-0.4000000000000001,2.9499999999999993,90.56757621224008,0.857485259446362,90.56757621224008,132.29474297833247,0.857485259446362,-132.29474297833247,432.69849269513395,0.857485259446362,-432.69849269513395,31.6369636972864,0.7634723189461987,-31.6369636972864,188.58778904099006,0.7634723189461987,188.58778904099006,151.12143816435216,0.857485259446362,-151.12143816435216,32395.261716289075,-0.24309640633035545,-32395.261716289075,0.7953899349933904,0.857485259446362,0.7953899349933904,True,True,True,True,True,0.85,0.4,0.85,0.4
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.8,1.1,1.45,0.3,0.3,0.09999999999999999,0.42582649766022246,1.15,49,0,-0.3599999836094102,-32395.88757972665,0.8000000350019059,1.666666796303373,0,-1.0,-24610.74005475462,-3.1586279044785076e-07,-550.2436973773398,301.2440100987941,-153.23235905738392,-148.01165104141018,-534.3717604732994,-615.6612787902538,7.233035532511702,450.46526973024754,595.4642710323877,240.41544089040696,124.11778640678303,240.41544089040707,156.54779238522732,99.9944033149033,1.0,179.98864019555805,1.0,0.0,0.0,0.0,1.4999916326218996,0.8,-0.4,2.95,240.41544089040696,0.7965513680015515,240.41544089040696,124.11778640678303,0.8580830548970831,-124.11778640678303,615.6612787902538,0.7965513680015515,-615.6612787902538,7.233035532511702,0.7965513680015515,7.233035532511702,153.23235905738392,0.8580830548970831,-153.23235905738392,148.01165104141018,0.8580830548970831,-148.01165104141018,32395.88757972665,-0.28463853447697923,-32395.88757972665,0.8000000350019059,1.1041920759746455,0.8000000350019059,True,True,True,True,True,0.44999999999999996,0.15,0.45,0.15
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.8,1.1,1.45,0.3,0.3,0.16666666666666666,0.411138911559482,1.15,49,0,-0.3597227998214616,-32395.88859965901,0.8002239126490123,1.667496708492696,0,-1.0,-23427.483991365974,-3.415671862076526e-07,-548.0305917606554,297.16872119205436,-151.1319119359371,-146.03680925611724,-536.1578949117836,-622.7271163172227,7.520051385508302,448.6005340955332,597.0901310553751,241.52562840481335,123.92097523070967,241.52562840481318,155.89291112121825,99.99440462659817,1.0,179.98864285794534,1.0,0.0,0.0,0.0,1.4992305553112115,0.8,-0.4000000000000001,2.95,241.52562840481335,0.7967613229790348,241.52562840481335,123.92097523070967,0.8584696061958104,-123.92097523070967,622.7271163172227,0.7967613229790348,-622.7271163172227,7.520051385508302,0.7967613229790348,7.520051385508302,151.1319119359371,0.8584696061958104,-151.1319119359371,146.03680925611724,0.8584696061958104,-146.03680925611724,32395.88859965901,-0.2847625451810363,-32395.88859965901,0.8002239126490123,0.9816025906130268,0.8002239126490123,True,True,True,True,True,0.44999999999999996,0.25,0.45,0.25
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.8,1.1,1.45,0.3,0.3,0.26666666666666666,0.39465887531330146,1.15,49,0,-0.34807858478440445,-32395.89692327579,0.8084362352954526,1.698993503033839,0,-1.0,-22518.696406976982,-4.4626026411064175e-07,-550.9047473364449,286.4629686522683,-145.64848476700038,-140.81448388526792,-533.0803810181656,-623.3459024997937,7.364464974912083,450.4259313148732,592.9354542401022,238.71799399781474,132.422545938425,238.71799399781494,156.44511769532045,99.99441536539966,1.0,179.98866465482138,1.0,0.0,0.0,0.0,1.4905401115135097,0.8000000000506292,-0.39999999999999997,2.9499999999999997,238.71799399781474,0.7964585954256155,238.71799399781474,132.422545938425,0.8595025350978789,-132.422545938425,623.3459024997937,0.7964585954256155,-623.3459024997937,7.364464974912083,0.7964585954256155,7.364464974912083,145.64848476700038,0.8595025350978789,-145.64848476700038,140.81448388526792,0.8595025350978789,-140.81448388526792,32395.89692327579,-0.2858093213210443,-32395.89692327579,0.8084362352954526,0.9218492887017165,0.8084362352954526,True,True,True,True,True,0.44999999999999996,0.4,0.45,0.4
1.5,1.7999999999999998,1.2,100.0,0.3,0.75,0.35,0.8,1.1,1.45,0.3,0.43333333333333335,0.09999999999999999,0.625745876290301,1.15,49,0,-0.3598384116413549,-32395.91326170929,0.800288990290177,1.6677382269294598,0,-1.0,-16597.16202544425,3.100601309544267e-06,-446.1913528970878,415.8250599788996,-235.48871167072872,-180.3363483081709,-574.5760699596551,-820.0069017747471,13.78809084063944,366.6635399702053,633.8010499267467,274.47381867203524,103.10106653299633,274.47381867203524,127.68548312999336,99.99443832895463,1.0,179.98871126465653,1.0,0.0,0.0,0.0,1.4999994179769327,0.8,-0.40000000000000013,2.95,274.47381867203524,0.8042830852727237,274.47381867203524,103.10106653299633,0.8644219822198673,-103.10106653299633,820.0069017747471,0.8042830852727237,-820.0069017747471,13.78809084063944,0.8042830852727237,13.78809084063944,235.48871167072872,0.8042830852727237,-235.48871167072872,180.3363483081709,0.8042830852727237,-180.3363483081709,32395.91326170929,-0.28828146045390013,-32395.91326170929,0.800288990290177,0.9241317591085086,0.800288990290177,True,True,True,True,True,0.65,0.15,0.65,0.15
