variant,V,lambda,lambda_over_V,C0,Delta,v_exit,L_catch,w_catch_L,L_beta,L_q,w_release,N,t_min,t_max,X_min,X_max,coord_time,proper_time,min_dtaudt,timelike_fail_points,max_worldline_norm,max_abs_v_rel,min_1_minus_vrel2,gtt_positive_points,max_gtt,max_theta_product,min_rho_world,max_neg_nec_sum,max_abs_tidal_radial_pass,max_abs_tidal_angular_pass,max_abs_tidal_pass,max_abs_j_l_adm,max_abs_pressure_adm,I_neg_rho_world_dtau,I_neg_nec_sum_dtau,I_abs_tidal_dtau,I_abs_flux_dtau,I_abs_pressure_dtau,peak_tide_t,peak_tide_X,peak_flux_t,peak_flux_X,peak_E,peak_q,peak_W
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.65,0.15,1.1,1.45,0.3,161,-0.20000482023136795,4.924980625539609,-0.4,2.95,5.124985445770977,154.3917671071487,0.8660254037844386,0,-0.75,0.5000000000000004,0.7499999999999996,0,-1.0,9.109638911056924e-07,-624.4082761941104,647.4775027838547,304.34582244515485,187.47407351933225,304.34582244515485,16.846529481804517,674.3047442366191,149.77890471078885,84.98353326852313,103.80872533411038,13.37920993695958,245.99478083137896,0.6328053147064159,0.8038970226800434,0.5687429966342787,0.7717966648293851,0.8780422295331951,0.9867098541555706,0.09679583870748076
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.65,0.15,1.1,1.45,0.3,161,-0.20000385618461347,3.1999903127698044,-0.40000000000000013,2.9499999999999997,3.399994168954418,143.3229721002634,0.5999994988201536,0,-0.3599993985844354,0.8000018559595546,0.35999703046126796,0,-1.0,8.281744449334887e-07,-902.3415176726371,650.0645602027928,305.53633801465094,189.95999882264667,305.53633801465094,26.953908473131722,662.8746109690223,85.4337959420783,38.617106437392565,61.31021913339496,12.637354525328407,130.92385872388866,0.5224949047182003,0.8077720040634908,0.4799949776062701,0.773288035760646,0.8752487786649881,0.9863667956128521,0.0831816227321221
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.65,0.25,1.1,1.45,0.3,161,-0.2002803708063281,7.989718252781996,-0.4,2.95,8.189998623588323,176.59892239889078,0.9539392014169457,0,-0.91,0.3000000000000006,0.9099999999999997,0,-1.0,-1.8877849262222716e-08,-574.3231615302013,615.2277276914629,301.8965490484885,180.6130516061286,301.8965490484885,10.221858741584612,667.415413733334,261.1824917119671,154.80250887972892,174.86953844274683,13.669617586167696,426.9608267086236,0.8746569485396394,0.8154655064109546,0.7210944743473583,0.7692251083006882,0.8695398813538198,0.9856595946897893,0.06105931975562007
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.65,0.25,1.1,1.45,0.3,161,-0.20024738046642787,4.923968486766938,-0.40000000000000013,2.9499999999999997,5.124215867233366,158.23440190756673,0.8660249546984476,0,-0.7499992221604483,0.5000221345677431,0.7499778649423178,0,-1.0,-1.611728269612728e-08,-624.6733899760885,647.2597085159456,303.0424552165173,188.35806422904162,303.0424552165173,17.90483585754482,673.4571306154181,143.54355791362784,84.17790282620814,99.05041314186604,13.35611425580738,232.50928683654223,0.6324376979589941,0.8035521198483428,0.568384999618577,0.7703186345187654,0.8782882395793616,0.9867399730320503,0.09809611013876879
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.65,0.25,1.1,1.45,0.3,161,-0.20019789772214092,3.199484243383469,-0.4,2.9499999999999997,3.3996821411056097,146.35351368068078,0.5952867878393746,0,-0.35436635977612063,0.8070872197077201,0.34861021978446227,0,-1.0,-2.1956992325614755e-08,-1001.909290886754,653.6280971993403,299.93979592586885,215.02591266279236,299.93979592586885,29.91879457336308,664.545955326071,79.45485148567636,36.827885430948974,57.71060043929007,12.57136578973989,116.89312258695762,0.5222345572628012,0.8050709776950427,0.4797385304989811,0.7681475627872454,0.8772016676278568,0.9866068310484883,0.09248076286055662
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.65,0.4,1.1,1.45,0.3,161,-0.20280090009432922,7.9701098893769196,-0.4000000000000001,2.95,8.17291078947125,183.0306564297153,0.9539391412694908,0,-0.9099998852459735,0.3000426240204597,0.9099744237709171,0,-1.0,-3.235191512561922e-09,-592.1030068688793,644.1183346621365,304.8317622074602,183.3024601609552,304.8317622074602,11.250992442338145,676.4890966327616,245.05136479191583,150.82235378401683,163.07466926464681,13.594040277985343,391.0585026020336,0.818812948589577,0.8033967053922613,0.7166515637211863,0.7706109981696427,0.8783989528144238,0.9867535226883968,0.09868690488152865
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.65,0.4,1.1,1.45,0.3,161,-0.20247012091751954,4.913587588493664,-0.3999999999999999,2.9499999999999997,5.116057709411184,164.594771698899,0.8640421537277722,0,-0.7465688434185271,0.5162399049018959,0.7334963605868815,0,-1.0,-3.921712483457911e-08,-635.9296430092453,641.1112875226572,291.2847032388138,187.59512162149508,291.2847032388138,18.699593863990298,663.4085115657467,125.62461924528606,77.95376280601373,88.5353902348842,13.311100369947496,203.18222979930204,0.6288892568617979,0.8006343430503887,0.5649385354941581,0.7626423802631308,0.8803523494535401,0.9869920898511921,0.10970648681745598
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.65,0.4,1.1,1.45,0.3,161,-0.20197457859448914,3.1942937942468843,-0.40000000000000013,2.95,3.3962683728413734,151.1259172495712,0.5226243454489218,0,-0.27313620645591397,0.8658360878456399,0.25032786898415726,0,-1.0,-4.140220874049131e-08,-1271.952815138648,602.5628882683002,297.3098139196526,413.33581712969163,413.33581712969163,31.90545234470974,623.2363601897691,74.36104787432147,27.91945198823552,55.99516587091722,12.197761373283448,99.81160373800932,0.5621858052948199,0.833608741622484,0.49850577330404416,0.7738755303085065,0.855195027138871,0.9838455767965404,0.0284495484705507
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.85,0.15,1.1,1.45,0.3,161,-0.2000003796134972,7.424997456965762,-0.4,2.95,7.62499783657926,138.27354137151355,0.3125950700417838,0,-0.09771567781442769,0.9858457894265701,0.02810807946990279,0,-1.0,-2.4563603089886018e-08,-5917.051162820691,459.78063387913113,250.6716553762235,2537.590349413791,2537.590349413791,13.094895508499167,607.4587167186648,116.22931646725792,39.11498462934462,59.565251342914124,10.160735002723563,45.07715785049223,0.41953069460856757,0.7993535702673809,0.41953069460856757,0.7993535702673809,0.8812488091310975,0.9871012583342662,0.11515873279832489
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.85,0.15,1.1,1.45,0.3,161,-0.2000003349530839,4.624998653687756,-0.40000000000000013,2.9499999999999997,4.82499898864084,135.28269524014107,0.0,1,0.25436383105471805,1.0726488306458635,-0.15057551388593837,0,-1.0,-8.691729431317888e-08,-3.410673403389506e+32,661.5774244599172,5.9247682544632134e+60,2.1640639395255374e+32,5.9247682544632134e+60,33.924998687362105,541.9306920827403,18.97623754669854,13.333982815724687,64.34284529150749,8.494735042340297,29.126680073866073,0.4332807823060264,0.8210199596951719,0.40312453862702113,0.7813073135994968,0.8652814375277968,0.9851266657953062,0.048554263606603254
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.85,0.15,1.1,1.45,0.3,161,-0.20000026796246478,3.049999326843878,-0.40000000000000013,2.95,3.2499995948063427,132.99300891543703,0.0,4,1.8453243213598576,1.2696797370257789,-0.6120866346138509,0,-1.0,-1.0698662220014257e-08,-2.923313151890587e+32,655.677759617025,9.116714768169791e+61,3.116388815008511e+32,9.116714768169791e+61,51.21039349565374,565.6174725178114,4.790580676813018,1.2897913444396023,35.87250467708526,9.438397046219626,24.184456399049395,0.42968715353126413,0.8252831098546031,0.3890621585961848,0.7635161989413383,0.8619338886590825,0.984704444859021,0.0406031572061214
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.85,0.25,1.1,1.45,0.3,161,-0.2000567267499933,7.424605757476501,-0.40000000000000013,2.9499999999999993,7.624662484226494,141.75630269801246,0.803757531848517,0,-0.6460261700032197,0.7968699988839261,0.3649982048787317,0,-1.0,-2.5182147827404663e-08,-1135.3828140259025,650.3027479905585,277.38198887814605,244.64854923297102,277.38198887814605,40.13567464363918,573.1163976223708,61.69232923392848,50.62573596782088,60.62950869016282,11.128019997020415,96.38420662427056,0.46710124061982494,0.818971872872175,0.41944710009340935,0.7699807464223433,0.8668651434798391,0.9853254050174753,0.05286343362922208
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.85,0.25,1.1,1.45,0.3,161,-0.20005005278765625,4.6247912833699125,-0.40000000000000013,2.9499999999999997,4.824841336157569,137.9797420524749,0.3114765833956306,0,-0.09701766200381523,0.9662046875783517,0.06644850170161987,0,-1.0,-8.621775570105755e-08,-5175.718081023634,634.7928610560658,234.26813673743754,2343.522175128851,2343.522175128851,31.556862603556837,583.102723613748,84.47173597609898,18.51123673365827,58.22357888149307,11.461134476532374,56.40420700520886,0.46336563093400945,0.8287307203140077,0.4030551142320398,0.756253329819122,0.8591758739151821,0.9843543835271567,0.035076316730971946
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.85,0.25,1.1,1.45,0.3,161,-0.20004004195763925,3.049895641684957,-0.4,2.95,3.249935683642596,134.97144091035034,0.0,5,0.9900041518081277,1.2146998525644936,-0.47549573182020266,0,-1.0,-1.0459078872792283e-08,-2.9445600363383192e+32,612.203236219288,4.895426652467603e+61,2.5324328995846692e+32,4.895426652467603e+61,46.02654065180916,634.5865516121268,2.0935517987773484,0.6553566119196909,40.096207353145694,9.88920701123846,30.33156078517682,0.44994709477088,0.8315395342570169,0.40932289872534755,0.775561194592732,0.8568949600445412,0.984063365443061,0.031102219879237725
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.85,0.4,1.1,1.45,0.3,161,-0.20104166053234995,7.4169740410721445,-0.4000000000000001,2.9499999999999993,7.618015701604494,148.6144346467167,0.8212566110723075,0,-0.6744624212299715,0.7301254489126332,0.46691682885012586,0,-1.0,2.1557610264673357e-06,-912.659846060272,651.617653523001,277.9399486829163,225.54839209668793,277.9399486829163,28.201058928851566,568.199694552777,70.41263720111188,51.227499374769515,57.30982899469802,10.935653787771953,109.72885105349391,0.5131473114930715,0.8199394262828468,0.4655347133580433,0.7777198230937354,0.8661189448765815,0.9852318451315709,0.05078580108551095
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.85,0.4,1.1,1.45,0.3,161,-0.20091893661879173,4.62075096292055,-0.4,2.9500000000000006,4.821669899539342,143.6193626322461,0.4503445162385822,0,-0.20281018330616263,0.9341945726727167,0.1272805003888403,0,-1.0,-7.34732140568288e-08,-2898.9257570681543,655.2832536444224,259.25057040327306,1165.8222510433122,1165.8222510433122,28.6628657348509,553.1389027457762,74.85821309765775,19.15938584122307,55.58060311517625,11.464322630057321,71.58835845195988,0.4921961114399886,0.8238360063961858,0.4319252376957468,0.756719083569233,0.8630779576854188,0.9848490720775087,0.04315593803810214
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.85,0.4,1.1,1.45,0.3,161,-0.20073493833385425,3.047875481460883,-0.4,2.9499999999999993,3.2486104197947374,139.02766798079284,0.0,7,0.6469885190797622,1.1907695830212535,-0.41793219984860985,0,-1.0,-6.564342697846561e-09,-3.0721309882774843e+32,640.878614984545,4.1711538967420585e+61,2.5936365001204017e+32,4.1711538967420585e+61,45.414617090971625,630.7960546353688,0.875005284000735,0.4538683532067682,34.50778708256524,10.465526466584004,36.116080262669236,0.4692909607488104,0.8276105058772678,0.4286833305013761,0.77365826663142,0.8600770375473489,0.9844689833527913,0.03679004969684946
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,1.05,0.15,1.1,1.45,0.3,161,-0.20000002637700226,6.858333156633551,-0.39999999999999986,2.949999999999999,7.058333183010553,136.6054101178681,0.0,3,3.171768806726434,1.8088950592426096,-2.2721013353523243,0,-1.0,-2.3385990291181278e-07,-1.835284317757488e+32,611.0617217609256,1.0942981078470683e+63,5.946923034855294e+32,1.0942981078470683e+63,22.95929925847423,422.01597590429935,0.499283321222763,1.5569571347620776,36.833522869376054,15.358666312415505,27.90385767408205,0.4176041271364211,0.8316715450408657,0.37348954474260515,0.7458673674250893,0.8567870064591566,0.9840495576949952,0.030926264337600484
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,1.05,0.15,1.1,1.45,0.3,161,-0.20000002327382554,4.324999906453057,-0.40000000000000013,2.9499999999999993,4.524999929726882,133.96428293220043,0.0,6,6.971396541445664,1.8423808605689476,-2.3943672353907757,0,-1.0,3.232877485987439e-09,-1.9600177368691115e+32,507.84547202570513,9.484797893932103e+62,4.829782651666544e+32,9.484797893932103e+62,26.606375850385568,448.6292395269107,0.37109849987677085,0.8533260600722659,8.989022838033383,7.265932957054865,10.174245038364809,0.4221874670636208,0.840861030818735,0.3939062175028278,0.7861321382205866,0.8491042959476607,0.9830589007730914,0.02074282388591986
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,1.05,0.15,1.1,1.45,0.3,161,-0.20000001861906042,2.899999953226529,-0.3999999999999999,2.95,3.0999999718455893,132.08210457230928,0.0,10,5.31167214020806,1.8746312606736413,-2.5142423634948456,0,-1.0,4.9499088927958665e-06,-1.937032344583057e+32,550.5576924511172,1.0845053094924972e+63,5.4057894192490825e+32,1.0845053094924972e+63,56.958270243676736,580.2885766375626,0.4111463186733374,0.3771967594869925,52.94069685838486,7.597846511936199,14.976247616152799,0.4199999757500575,0.8373435134040621,0.3812499761019876,0.7615366929760424,0.8520843372142224,0.9834450494087307,0.024193564248656207
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,1.05,0.25,1.1,1.45,0.3,161,-0.20001145787673918,6.858253701775617,-0.39999999999999997,2.95,7.058265159652356,137.2562585442434,0.0,3,2.7300923425837347,1.5794369287759351,-1.4946210119811583,0,-1.0,-2.342354729682148e-07,-1.1099476491575943e+32,644.242697756536,6.028327515561597e+62,5.4838500795525336e+32,6.028327515561597e+62,26.87300031064614,570.2920208101226,0.6319307672251311,1.5384346413651722,20.63424883994864,13.048401357021556,22.040628260792747,0.4175867435928419,0.8176731783822497,0.4175867435928419,0.8176731783822497,0.8678611887648042,0.9854500680794753,0.055774334732545894
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,1.05,0.25,1.1,1.45,0.3,161,-0.20001010988197537,4.324957842116504,-0.40000000000000013,2.9499999999999997,4.524967951998479,134.54850994689446,0.0,7,4.7631190019506136,1.6496742959306414,-1.7214252826542573,0,-1.0,3.229786419464694e-09,-2.0033236770505367e+32,641.0778455119097,6.8653662822227985e+62,5.310075312479921e+32,6.8653662822227985e+62,54.580961643491875,466.8608538326056,0.3677751974529757,0.8281475030798926,5.616352212457743,5.460520824951763,7.4538643283232275,0.42217298351781557,0.8278254115877975,0.393891933817825,0.776951740976778,0.8599045304092379,0.9844470623663033,0.036455336497682345
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,1.05,0.25,1.1,1.45,0.3,161,-0.20000808789446173,2.899978921058252,-0.4,2.95,3.0999870089527137,132.5624457246604,0.0,12,5.1101975848336645,1.7328966230800156,-2.0029307062821218,0,-1.0,5.53149565406222e-06,-1.8199167904712165e+32,644.6107416770919,8.307484643258715e+62,5.711567720992682e+32,8.307484643258715e+62,41.144500612525015,491.4803055912853,0.4142931744984818,0.35242688401289096,28.65827123900511,9.055172684820958,18.081634413981277,0.419989313896081,0.827179887059021,0.38123947628417215,0.7553310565314234,0.8604221646703152,0.9845128162088744,0.037469382323052025
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,1.05,0.4,1.1,1.45,0.3,161,-0.20038476109438602,6.855367514380681,-0.4,2.950000000000001,7.055752275475068,140.273966558726,0.0,4,1.7218860769243811,1.3812772569777825,-0.9079268606440669,0,-1.0,-2.4634583921733497e-07,-1.862546960272258e+32,380.79797358603304,9.842712063048432e+61,1.9221739650992487e+32,9.842712063048432e+61,24.502066071006855,462.2312046675171,0.5240129576180806,1.5189579877792525,3.5923229446542018,4.339276360271249,6.049268033803529,0.46109201473140154,0.8510253469360741,0.41699356300968243,0.7851771330083881,0.8402153182550165,0.9818926553745981,0.013213989919735436
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,1.05,0.4,1.1,1.45,0.3,161,-0.20033947106460764,4.323429860554478,-0.4,2.9500000000000006,4.523769331619086,137.067955471292,0.0,7,2.47603577217481,1.469883498296997,-1.1605574985658182,0,-1.0,3.905658223486717e-06,-2.236313272343734e+32,484.98159149725745,2.1264418470964738e+62,2.8640170275251934e+32,2.1264418470964738e+62,29.98530084436905,594.5847441341243,0.38299210153655194,0.7965068997238374,26.393706608821805,10.908129463347926,25.325074857211,0.4499523703556359,0.8426820767163566,0.3934052537103974,0.7519534169808498,0.8475422034638853,0.9828555247253841,0.019145642062298962
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,1.05,0.4,1.1,1.45,0.3,161,-0.20027154801806185,2.8992149302845664,-0.3999999999999999,2.9499999999999997,3.0994864783026284,134.4437421542385,0.0,14,2.910358716598165,1.5762198154847455,-1.4844689067267653,0,-1.0,6.3610407908500786e-06,-2.322387436692659e+32,562.844446043182,4.142467790690082e+62,3.957154334269097e+32,4.142467790690082e+62,58.45105740562489,621.4291670790452,0.4247546407878008,0.3193556419550966,74.02802336385191,7.955552715584569,17.279702123371738,0.4389975381318552,0.8362782647113189,0.4002539571530724,0.7708365457540027,0.8529771699993167,0.9835602745970282,0.025341701490700808
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.3,0.45,0.15,1.1,1.45,0.3,161,-0.200078531806625,8.557807250241567,-0.4,2.9499999999999997,8.757885782048191,330.3643466802109,0.9539392014169457,0,-0.91,0.3,0.91,0,-1.0,-2.2616972776211759e-07,-4738.199180781951,3736.9131424488623,2361.8822899244246,1384.3831148417964,2361.8822899244246,38.24273624569308,5526.647013524685,781.1149116562808,403.4898493546799,533.2280657030029,41.204357324698655,1282.0793078395313,1.2778146939140074,0.7660022331016916,1.2230779077762062,0.7495811972602162,0.9026174496101689,0.9896461099240592,0.12556507920710036
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.5,0.45,0.15,1.1,1.45,0.3,161,-0.20006929268779033,5.224721485422005,-0.40000000000000013,2.95,5.424790778109796,238.58187801001412,0.8660254037840988,0,-0.7499999999994114,0.5000000000027596,0.7499999999972404,0,-1.0,-1.1971648415027822e-08,-3802.6661357173207,4410.750730377763,1839.5409566522171,1584.1575206378907,1839.5409566522171,30.24492449599829,4681.455872626301,450.9791213987816,179.32721108070237,286.62818375914156,33.074300104098405,691.7150467050772,0.8509839205709826,0.7631312144086689,0.8509839205709826,0.7631312144086689,0.904286934779831,0.9898404059389032,0.1694486209953785
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.8,0.45,0.15,1.1,1.45,0.3,161,-0.2000554340508886,3.3498607427110025,-0.40000000000000013,2.95,3.549916176761891,186.60255870989192,0.5999993604321936,0,-0.3599992325190413,0.8000007481393875,0.3599988029764203,0,-1.0,1.7676145605924269e-09,-5681.972184997057,3126.400138408685,2390.110236899196,1186.7489233242352,2390.110236899196,91.1781216280532,5537.971437225289,258.0702021686903,118.38214836721207,181.8678240681175,40.90630250072432,399.9705359328798,0.6208626818252987,0.7668003800472716,0.5986757057205367,0.7490498540240602,0.902148736787318,0.9895914452167032,0.11520673311459201
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.3,0.45,0.25,1.1,1.45,0.3,161,-0.20137424458202335,8.548786029559594,-0.4,2.95,8.750160274141617,328.58048686661925,0.9539392014166987,0,-0.9099999999995289,0.30000000000472854,0.9099999999971629,0,-1.0,-2.0045089325359884e-07,-5017.316708254046,3186.1996759130907,2550.8049911516378,1161.576592370961,2550.8049911516378,54.910118859043024,5712.939383023521,780.6533607390795,480.8805553513614,548.1934225172427,45.286829834550936,1323.4104409925662,1.2752153016793746,0.7679287762818459,1.2205267999659895,0.7515222182779224,0.9014826532117222,0.9895136743127944,0.1018195893632734
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.5,0.45,0.25,1.1,1.45,0.3,161,-0.2012124364979762,5.219945545060961,-0.4,2.9499999999999997,5.421157981558937,237.7860609993626,0.8660246493165018,0,-0.74999869322377,0.500002420068124,0.7499975799260192,0,-1.0,-5.5051009458319695e-09,-4377.122995760363,3997.0290154833374,2121.5508802303357,1485.7318846667056,2121.5508802303357,41.496250483454105,5168.6278047930555,448.8938067385988,171.87266316520595,298.3526291849134,35.17305877900474,710.1427299539637,0.8491369224290679,0.7645913733567687,0.8152546850443245,0.7476471492990024,0.9034410807049058,0.989742044978221,0.14579154152372575
